time,value
2012-01-03 13:25,0.217267902
2012-01-03 13:30,0.218484037
2012-01-03 13:35,0.217267954
2012-01-03 13:40,0.219700068
2012-01-03 13:45,0.219700068
2012-01-03 13:50,0.218483985
2012-01-03 13:55,
2012-01-03 14:00,
2012-01-03 14:05,
2012-01-03 14:10,
2012-01-03 14:15,
2012-01-03 14:20,
2012-01-03 14:25,0.227401668
2012-01-03 14:30,0.23388734
2012-01-03 14:35,0.222132131
2012-01-03 14:40,0.221726821
2012-01-03 14:45,0.215241201
2012-01-03 14:50,0.21443053
2012-01-03 14:55,0.216862593
2012-01-03 15:00,0.21483584
2012-01-03 15:05,0.206728827
2012-01-03 15:10,0.209160941
2012-01-03 15:15,0.210376972
2012-01-03 15:20,0.210782282
2012-01-03 15:25,0.206728827
2012-01-03 15:30,0.205512744
2012-01-03 15:35,0.206728878
2012-01-03 15:40,0.207944858
2012-01-03 15:45,0.213619757
2012-01-03 15:50,0.214025118
2012-01-03 15:55,0.205918105
2012-01-03 16:00,0.204296713
2012-01-03 16:05,0.217267954
2012-01-03 16:10,0.20308063
2012-01-03 16:15,0.20186465
2012-01-03 16:20,0.20186465
2012-01-03 16:25,0.202269959
2012-01-03 16:30,0.206323466
2012-01-03 16:35,0.206728827
2012-01-03 16:40,0.208755528
2012-01-03 16:45,0.216862593
2012-01-03 16:50,0.205107435
2012-01-03 16:55,0.201864599
2012-01-03 17:00,0.202675372
2012-01-03 17:05,0.213619757
2012-01-03 17:10,0.201053928
2012-01-03 17:15,0.201459289
2012-01-03 17:20,0.201459289
2012-01-03 17:25,0.205107435
2012-01-03 17:30,0.215241149
2012-01-03 17:35,0.20186465
2012-01-03 17:40,0.199432536
2012-01-03 17:45,0.197000422
2012-01-03 17:50,0.1961897
2012-01-03 17:55,0.205918156
2012-01-03 18:00,0.20875558
2012-01-03 18:05,0.205918156
2012-01-03 18:10,0.204702074
2012-01-03 18:15,0.199432536
2012-01-03 18:20,0.199027123
2012-01-03 18:25,0.201864599
2012-01-03 18:30,0.202269959
2012-01-03 18:35,0.200648567
2012-01-03 18:40,0.206323466
2012-01-03 18:45,0.392379348
2012-01-03 18:50,0.400081052
2012-01-03 18:55,0.382650995
2012-01-03 19:00,0.29185241
2012-01-03 19:05,0.227401668
2012-01-03 19:10,0.21483584
2012-01-03 19:15,0.216051923
2012-01-03 19:20,0.21564651
2012-01-03 19:25,0.212809086
2012-01-03 19:30,0.210782333
2012-01-03 19:35,0.210782333
2012-01-03 19:40,0.22051079
2012-01-03 19:45,0.255370904
2012-01-03 19:50,0.2723956
2012-01-03 19:55,0.260640441
2012-01-03 20:00,0.249695953
2012-01-03 20:05,0.24118358
2012-01-03 20:10,0.243210385
2012-01-03 20:15,0.251722707
2012-01-03 20:20,0.287798903
2012-01-03 20:25,0.325496544
2012-01-03 20:30,0.417916521
2012-01-03 20:35,0.463315762
2012-01-03 20:40,
2012-01-03 20:45,
2012-01-03 20:50,
2012-01-03 20:55,
2012-01-03 21:00,
2012-01-03 21:05,
2012-01-03 21:10,0.520064852
2012-01-03 21:15,0.511552478
2012-01-03 21:20,0.475070972
2012-01-03 21:25,0.465747876
2012-01-03 21:30,0.472638806
2012-01-03 21:35,0.486015356
2012-01-03 21:40,0.476286951
2012-01-03 21:45,0.466558546
2012-01-03 21:50,0.487231439
2012-01-03 21:55,0.4876368
