time,value,value_impute
2012-01-02 12:20:00,0.274016992,0.274016992
2012-01-02 12:25:00,0.31698417,0.31698417
2012-01-02 12:30:00,0.336441032,0.336441032
2012-01-02 12:35:00,0.374543982,0.374543982
2012-01-02 12:40:00,0.433319825,0.433319825
2012-01-02 12:45:00,0.460072926,0.460072926
2012-01-02 12:50:00,0.488852832,0.488852832
2012-01-02 12:55:00,0.523712997,0.523712997
2012-01-02 13:00:00,0.547628675,0.547628675
2012-01-02 13:05:00,0.473044167,0.473044167
2012-01-02 13:10:00,0.462505092,0.462505092
2012-01-02 13:15:00,0.459667565,0.459667565
2012-01-02 13:20:00,0.457235502,0.457235502
2012-01-02 13:25:00,0.459262204,0.459262204
2012-01-02 13:30:00,0.467369217,0.467369217
2012-01-02 13:35:00,0.477908395,0.477908395
2012-01-02 13:40:00,0.470206692,0.470206692
2012-01-02 13:45:00,0.456830141,0.456830141
2012-01-02 13:50:00,0.450749882,0.450749882
2012-01-02 13:55:00,0.472638806,0.472638806
2012-01-02 14:00:00,0.47588159,0.47588159
2012-01-02 14:05:00,0.47507092,0.47507092
2012-01-02 14:10:00,0.479935148,0.479935148
2012-01-02 14:15:00,0.481151231,0.481151231
2012-01-02 14:20:00,0.480340458,0.480340458
2012-01-02 14:25:00,0.486015356,0.486015356
2012-01-02 14:30:00,0.47507092,0.47507092
2012-01-02 14:35:00,0.481556489,0.481556489
2012-01-02 14:40:00,0.473449528,0.473449528
2012-01-02 14:45:00,,0.227401694
2012-01-02 14:50:00,,0.2401702545
2012-01-02 14:55:00,,0.322456414
2012-01-02 15:00:00,,0.323064456
2012-01-02 15:05:00,,0.2322658965
2012-01-02 15:10:00,,0.2207134445
2012-01-02 15:15:00,0.46250504,0.46250504
2012-01-02 15:20:00,0.475476229,0.475476229
2012-01-02 15:25:00,0.48115118,0.48115118
2012-01-02 15:30:00,0.477908395,0.477908395
2012-01-02 15:35:00,0.48682613,0.48682613
2012-01-02 15:40:00,0.483988603,0.483988603
2012-01-02 15:45:00,0.491690307,0.491690307
2012-01-02 15:50:00,0.485204738,0.485204738
2012-01-02 15:55:00,0.491284946,0.491284946
2012-01-02 16:00:00,0.483583242,0.483583242
2012-01-02 16:05:00,0.478719117,0.478719117
2012-01-02 16:10:00,0.461694318,0.461694318
2012-01-02 16:15:00,0.446696324,0.446696324
2012-01-02 16:20:00,0.449128489,0.449128489
2012-01-02 16:25:00,0.433319773,0.433319773
2012-01-02 16:30:00,0.418727191,0.418727191
2012-01-02 16:35:00,0.411430849,0.411430849
2012-01-02 16:40:00,0.395622184,0.395622184
2012-01-02 16:45:00,0.325496544,0.325496544
2012-01-02 16:50:00,0.289825708,0.289825708
2012-01-02 16:55:00,0.281313334,0.281313334
2012-01-02 17:00:00,0.276043797,0.276043797
2012-01-02 17:05:00,0.26631534,0.26631534
2012-01-02 17:10:00,0.257397605,0.257397605
2012-01-02 17:15:00,0.248074561,0.248074561
2012-01-02 17:20:00,0.2476692,0.2476692
2012-01-02 17:25:00,0.23510332,0.23510332
2012-01-02 17:30:00,0.229428421,0.229428421
2012-01-02 17:35:00,0.226996359,0.226996359
2012-01-02 17:40:00,0.22821239,0.22821239
2012-01-02 17:45:00,0.231455175,0.231455175
2012-01-02 17:50:00,0.232671258,0.232671258
2012-01-02 17:55:00,0.223753574,0.223753574
2012-01-02 18:00:00,0.224158884,0.224158884
2012-01-02 18:05:00,0.221726821,0.221726821
2012-01-02 18:10:00,0.213619808,0.213619808
2012-01-02 18:15:00,0.210377024,0.210377024
2012-01-02 18:20:00,0.216051923,0.216051923
2012-01-02 18:25:00,0.213619808,0.213619808
2012-01-02 18:30:00,0.216862593,0.216862593
2012-01-02 18:35:00,0.211998416,0.211998416
2012-01-02 18:40:00,0.219700016,0.219700016
2012-01-02 18:45:00,0.407377342,0.407377342
2012-01-02 18:50:00,0.37981352,0.37981352
2012-01-02 18:55:00,0.269152815,0.269152815
2012-01-02 19:00:00,0.216862644,0.216862644
2012-01-02 19:05:00,0.219700016,0.219700016
2012-01-02 19:10:00,0.219700068,0.219700068
2012-01-02 19:15:00,0.218483985,0.218483985
2012-01-02 19:20:00,0.218078624,0.218078624
2012-01-02 19:25:00,0.212809086,0.212809086
2012-01-02 19:30:00,0.209971611,0.209971611
2012-01-02 19:35:00,0.207539549,0.207539549
2012-01-02 19:40:00,0.201053877,0.201053877
2012-01-02 19:45:00,0.201459289,0.201459289
2012-01-02 19:50:00,0.201459289,0.201459289
2012-01-02 19:55:00,0.218078676,0.218078676
2012-01-02 20:00:00,0.255370852,0.255370852
2012-01-02 20:05:00,0.278475859,0.278475859
2012-01-02 20:10:00,0.273611683,0.273611683
2012-01-02 20:15:00,0.2723956,0.2723956
2012-01-02 20:20:00,0.279691942,0.279691942
2012-01-02 20:25:00,0.31698417,0.31698417
2012-01-02 20:30:00,0.340494487,0.340494487
2012-01-02 20:35:00,0.417105799,0.417105799
2012-01-02 20:40:00,0.456830141,0.456830141
2012-01-02 20:45:00,0.504661548,0.504661548
2012-01-02 20:50:00,0.546412643,0.546412643
2012-01-02 20:55:00,0.589785131,0.589785131
2012-01-02 21:00:00,0.629104164,0.629104164
2012-01-02 21:05:00,0.496149122,0.496149122
2012-01-02 21:10:00,0.483583242,0.483583242
2012-01-02 21:15:00,0.476287003,0.476287003
2012-01-02 21:20:00,0.456830141,0.456830141
2012-01-02 21:25:00,0.445074983,0.445074983
2012-01-02 21:30:00,0.448317768,0.448317768
2012-01-02 21:35:00,0.483988655,0.483988655
2012-01-02 21:40:00,0.487231439,0.487231439
2012-01-02 21:45:00,0.46169437,0.46169437
2012-01-02 21:50:00,0.460478287,0.460478287
2012-01-02 21:55:00,0.462099679,0.462099679
2012-01-02 22:00:00,0.490474224,0.490474224
2012-01-02 22:05:00,0.486420717,0.486420717
2012-01-02 22:10:00,0.453181996,0.453181996
2012-01-02 22:15:00,0.484393964,0.484393964
2012-01-02 22:20:00,0.480745819,0.480745819
2012-01-02 22:25:00,0.477097673,0.477097673
2012-01-02 22:30:00,0.481151128,0.481151128
2012-01-02 22:35:00,0.483988655,0.483988655
2012-01-02 22:40:00,,0.46169437
2012-01-02 22:45:00,,0.477097725
2012-01-02 22:50:00,,0.476692312
2012-01-02 22:55:00,,0.47507092
2012-01-02 23:00:00,,0.459667565
2012-01-02 23:05:00,,0.482367211
